WPI Id,Card Name,Quantity,Set,Condition,Foil,Language,SKU,Product Id,Mana Cost,CMC,Main Type,Sub Types,Is Legendary,Oracle Text,Legalities,Reserved List,Keywords,Rarity,Optionals,List of SKUs,Price
39,Winds of Rath,2,TMP,SP,n,EN,368573,5796,{3}{W}{W},5.0,['Sorcery'],,False,Destroy all creatures that aren't enchanted. They can't be regenerated.,"{'standard': 'not_legal', 'future': 'not_legal', 'historic': 'not_legal', 'gladiator': 'not_legal', 'pioneer': 'not_legal', 'modern': 'not_legal', 'legacy': 'legal', 'pauper': 'not_legal', 'vintage': 'legal', 'penny': 'not_legal', 'commander': 'legal', 'brawl': 'not_legal', 'historicbrawl': 'not_legal', 'alchemy': 'not_legal', 'paupercommander': 'not_legal', 'duel': 'legal', 'oldschool': 'not_legal', 'premodern': 'legal'}",False,[],rare,{},"['19292', '368573']",0.68
40,Winds of Rath,2,TMP,MP,n,EN,337057,5796,{3}{W}{W},5.0,['Sorcery'],,False,Destroy all creatures that aren't enchanted. They can't be regenerated.,"{'standard': 'not_legal', 'future': 'not_legal', 'historic': 'not_legal', 'gladiator': 'not_legal', 'pioneer': 'not_legal', 'modern': 'not_legal', 'legacy': 'legal', 'pauper': 'not_legal', 'vintage': 'legal', 'penny': 'not_legal', 'commander': 'legal', 'brawl': 'not_legal', 'historicbrawl': 'not_legal', 'alchemy': 'not_legal', 'paupercommander': 'not_legal', 'duel': 'legal', 'oldschool': 'not_legal', 'premodern': 'legal'}",False,[],rare,{},"['19292', '368573', '337057']",0.61
41,Angelic Blessing,2,P02,SP,n,EN,363360,98,{2}{W},3.0,['Sorcery'],,False,Target creature gets +3/+3 and gains flying until end of turn. (It can't be blocked except by creatures with flying or reach.),"{'standard': 'not_legal', 'future': 'not_legal', 'historic': 'not_legal', 'gladiator': 'not_legal', 'pioneer': 'not_legal', 'modern': 'legal', 'legacy': 'legal', 'pauper': 'legal', 'vintage': 'legal', 'penny': 'legal', 'commander': 'legal', 'brawl': 'not_legal', 'historicbrawl': 'not_legal', 'alchemy': 'not_legal', 'paupercommander': 'legal', 'duel': 'legal', 'oldschool': 'not_legal', 'premodern': 'legal'}",False,[],common,{},"['14614', '363360']",0.17
42,Knight Errant,1,POR,SP,n,EN,363924,708,{1}{W},2.0,['Creature'], — Human Knight,False,,"{'standard': 'not_legal', 'future': 'not_legal', 'historic': 'not_legal', 'gladiator': 'not_legal', 'pioneer': 'not_legal', 'modern': 'not_legal', 'legacy': 'legal', 'pauper': 'legal', 'vintage': 'legal', 'penny': 'legal', 'commander': 'legal', 'brawl': 'not_legal', 'historicbrawl': 'not_legal', 'alchemy': 'not_legal', 'paupercommander': 'legal', 'duel': 'legal', 'oldschool': 'not_legal', 'premodern': 'legal'}",False,[],common,"{'power': '2', 'toughness': '2'}","['10623', '363924']",0.07
43,Venerable Monk,1,POR,SP,n,EN,364014,809,{2}{W},3.0,['Creature'], — Human Monk Cleric,False,"When Venerable Monk enters the battlefield, you gain 2 life.","{'standard': 'not_legal', 'future': 'not_legal', 'historic': 'not_legal', 'gladiator': 'not_legal', 'pioneer': 'not_legal', 'modern': 'legal', 'legacy': 'legal', 'pauper': 'legal', 'vintage': 'legal', 'penny': 'legal', 'commander': 'legal', 'brawl': 'not_legal', 'historicbrawl': 'not_legal', 'alchemy': 'not_legal', 'paupercommander': 'legal', 'duel': 'legal', 'oldschool': 'not_legal', 'premodern': 'legal'}",False,[],uncommon,"{'power': '2', 'toughness': '2'}","['11343', '364014']",0.03
44,Warrior's Charge,1,POR,MP,n,EN,346275,21602,{2}{W},3.0,['Sorcery'],,False,Creatures you control get +1/+1 until end of turn.,"{'standard': 'not_legal', 'future': 'not_legal', 'historic': 'not_legal', 'gladiator': 'not_legal', 'pioneer': 'not_legal', 'modern': 'not_legal', 'legacy': 'legal', 'pauper': 'legal', 'vintage': 'legal', 'penny': 'not_legal', 'commander': 'legal', 'brawl': 'not_legal', 'historicbrawl': 'not_legal', 'alchemy': 'not_legal', 'paupercommander': 'legal', 'duel': 'legal', 'oldschool': 'not_legal', 'premodern': 'not_legal'}",False,[],common,{},"['129891', '377791', '346275']",0.04
45,Wave of Reckoning,1,MMQ,SP,n,EN,369528,6766,{4}{W},5.0,['Sorcery'],,False,Each creature deals damage to itself equal to its power.,"{'standard': 'not_legal', 'future': 'not_legal', 'historic': 'not_legal', 'gladiator': 'not_legal', 'pioneer': 'not_legal', 'modern': 'not_legal', 'legacy': 'legal', 'pauper': 'not_legal', 'vintage': 'legal', 'penny': 'not_legal', 'commander': 'legal', 'brawl': 'not_legal', 'historicbrawl': 'not_legal', 'alchemy': 'not_legal', 'paupercommander': 'not_legal', 'duel': 'legal', 'oldschool': 'not_legal', 'premodern': 'legal'}",False,[],rare,{},"['20247', '369528']",3.20
46,Heroes Remembered,1,PLC,SP,n,EN,375787,14739,{6}{W}{W}{W},9.0,['Sorcery'],,False,"You gain 20 life.
Suspend 10—{W} (Rather than cast this card from your hand, you may pay {W} and exile it with ten time counters on it. At the beginning of your upkeep, remove a time counter. When the last is removed, cast it without paying its mana cost.)","{'standard': 'not_legal', 'future': 'not_legal', 'historic': 'not_legal', 'gladiator': 'not_legal', 'pioneer': 'not_legal', 'modern': 'legal', 'legacy': 'legal', 'pauper': 'not_legal', 'vintage': 'legal', 'penny': 'legal', 'commander': 'legal', 'brawl': 'not_legal', 'historicbrawl': 'not_legal', 'alchemy': 'not_legal', 'paupercommander': 'not_legal', 'duel': 'legal', 'oldschool': 'not_legal', 'premodern': 'not_legal'}",False,['Suspend'],rare,{},"['26220', '375787']",0.21
47,March of Souls,1,PLS,SP,n,EN,370553,7827,{4}{W},5.0,['Sorcery'],,False,"Destroy all creatures. They can't be regenerated. For each creature destroyed this way, its controller creates a 1/1 white Spirit creature token with flying.","{'standard': 'not_legal', 'future': 'not_legal', 'historic': 'not_legal', 'gladiator': 'not_legal', 'pioneer': 'not_legal', 'modern': 'not_legal', 'legacy': 'legal', 'pauper': 'not_legal', 'vintage': 'legal', 'penny': 'legal', 'commander': 'legal', 'brawl': 'not_legal', 'historicbrawl': 'not_legal', 'alchemy': 'not_legal', 'paupercommander': 'not_legal', 'duel': 'legal', 'oldschool': 'not_legal', 'premodern': 'legal'}",False,[],rare,{},"['21272', '370553']",6.53
48,Radiant's Judgment,1,ULG,SP,n,EN,369149,6372,{2}{W},3.0,['Instant'],,False,"Destroy target creature with power 4 or greater.
Cycling {2} ({2}, Discard this card: Draw a card.)","{'standard': 'not_legal', 'future': 'not_legal', 'historic': 'legal', 'gladiator': 'legal', 'pioneer': 'not_legal', 'modern': 'not_legal', 'legacy': 'legal', 'pauper': 'legal', 'vintage': 'legal', 'penny': 'legal', 'commander': 'legal', 'brawl': 'not_legal', 'historicbrawl': 'legal', 'alchemy': 'not_legal', 'paupercommander': 'legal', 'duel': 'legal', 'oldschool': 'not_legal', 'premodern': 'legal'}",False,['Cycling'],common,{},"['19868', '369149']",0.10
49,Greater Realm of Preservation,1,5ED,SP,n,EN,365249,2185,{1}{W},2.0,['Enchantment'],,False,"{1}{W}: The next time a black or red source of your choice would deal damage to you this turn, prevent that damage.","{'standard': 'not_legal', 'future': 'not_legal', 'historic': 'not_legal', 'gladiator': 'not_legal', 'pioneer': 'not_legal', 'modern': 'not_legal', 'legacy': 'legal', 'pauper': 'not_legal', 'vintage': 'legal', 'penny': 'not_legal', 'commander': 'legal', 'brawl': 'not_legal', 'historicbrawl': 'not_legal', 'alchemy': 'not_legal', 'paupercommander': 'not_legal', 'duel': 'legal', 'oldschool': 'not_legal', 'premodern': 'legal'}",False,[],uncommon,{},"['16303', '365249']",0.10
50,Worthy Cause,1,TMP,SP,n,EN,368577,5800,{W},1.0,['Instant'],,False,"Buyback {2} (You may pay an additional {2} as you cast this spell. If you do, put this card into your hand as it resolves.)
As an additional cost to cast this spell, sacrifice a creature.
You gain life equal to the sacrificed creature's toughness.","{'standard': 'not_legal', 'future': 'not_legal', 'historic': 'not_legal', 'gladiator': 'not_legal', 'pioneer': 'not_legal', 'modern': 'not_legal', 'legacy': 'legal', 'pauper': 'not_legal', 'vintage': 'legal', 'penny': 'not_legal', 'commander': 'legal', 'brawl': 'not_legal', 'historicbrawl': 'not_legal', 'alchemy': 'not_legal', 'paupercommander': 'not_legal', 'duel': 'legal', 'oldschool': 'not_legal', 'premodern': 'legal'}",False,['Buyback'],uncommon,{},"['19296', '368577']",0.47
51,Reverse the Sands,1,CHK,MP,n,EN,342257,12147,{6}{W}{W},8.0,['Sorcery'],,False,Redistribute any number of players' life totals. (Each of those players gets one life total back.),"{'standard': 'not_legal', 'future': 'not_legal', 'historic': 'not_legal', 'gladiator': 'not_legal', 'pioneer': 'not_legal', 'modern': 'legal', 'legacy': 'legal', 'pauper': 'not_legal', 'vintage': 'legal', 'penny': 'legal', 'commander': 'legal', 'brawl': 'not_legal', 'historicbrawl': 'not_legal', 'alchemy': 'not_legal', 'paupercommander': 'not_legal', 'duel': 'legal', 'oldschool': 'not_legal', 'premodern': 'not_legal'}",False,[],rare,{},"['24206', '373773', '342257']",0.30
52,Blessed Wind,1,PCY,SP,n,EN,370022,7275,{7}{W}{W},9.0,['Sorcery'],,False,Target player's life total becomes 20.,"{'standard': 'not_legal', 'future': 'not_legal', 'historic': 'not_legal', 'gladiator': 'not_legal', 'pioneer': 'not_legal', 'modern': 'not_legal', 'legacy': 'legal', 'pauper': 'not_legal', 'vintage': 'legal', 'penny': 'not_legal', 'commander': 'legal', 'brawl': 'not_legal', 'historicbrawl': 'not_legal', 'alchemy': 'not_legal', 'paupercommander': 'not_legal', 'duel': 'legal', 'oldschool': 'not_legal', 'premodern': 'legal'}",False,[],rare,{},"['20741', '370022']",0.16
53,Divine Presence,1,INV,SP,n,EN,370223,7477,{2}{W},3.0,['Enchantment'],,False,"If a source would deal 4 or more damage to a permanent or player, that source deals 3 damage to that permanent or player instead.","{'standard': 'not_legal', 'future': 'not_legal', 'historic': 'not_legal', 'gladiator': 'not_legal', 'pioneer': 'not_legal', 'modern': 'not_legal', 'legacy': 'legal', 'pauper': 'not_legal', 'vintage': 'legal', 'penny': 'not_legal', 'commander': 'legal', 'brawl': 'not_legal', 'historicbrawl': 'not_legal', 'alchemy': 'not_legal', 'paupercommander': 'not_legal', 'duel': 'legal', 'oldschool': 'not_legal', 'premodern': 'legal'}",False,[],rare,{},"['20942', '370223']",1.03
54,Humble,1,USG,SP,n,EN,369677,6918,{1}{W},2.0,['Instant'],,False,"Until end of turn, target creature loses all abilities and has base power and toughness 0/1.","{'standard': 'not_legal', 'future': 'not_legal', 'historic': 'not_legal', 'gladiator': 'not_legal', 'pioneer': 'not_legal', 'modern': 'not_legal', 'legacy': 'legal', 'pauper': 'legal', 'vintage': 'legal', 'penny': 'legal', 'commander': 'legal', 'brawl': 'not_legal', 'historicbrawl': 'not_legal', 'alchemy': 'not_legal', 'paupercommander': 'legal', 'duel': 'legal', 'oldschool': 'not_legal', 'premodern': 'legal'}",False,[],uncommon,{},"['20396', '369677']",0.09
55,Purify,1,ULG,SP,n,EN,369142,6365,{3}{W}{W},5.0,['Sorcery'],,False,Destroy all artifacts and enchantments.,"{'standard': 'not_legal', 'future': 'not_legal', 'historic': 'not_legal', 'gladiator': 'not_legal', 'pioneer': 'not_legal', 'modern': 'not_legal', 'legacy': 'legal', 'pauper': 'not_legal', 'vintage': 'legal', 'penny': 'legal', 'commander': 'legal', 'brawl': 'not_legal', 'historicbrawl': 'not_legal', 'alchemy': 'not_legal', 'paupercommander': 'not_legal', 'duel': 'legal', 'oldschool': 'not_legal', 'premodern': 'legal'}",False,[],rare,{},"['19861', '369142']",0.23
56,Divine Offering,1,MIR,SP,n,EN,367840,5033,{1}{W},2.0,['Instant'],,False,Destroy target artifact. You gain life equal to its mana value.,"{'standard': 'not_legal', 'future': 'not_legal', 'historic': 'not_legal', 'gladiator': 'not_legal', 'pioneer': 'not_legal', 'modern': 'legal', 'legacy': 'legal', 'pauper': 'legal', 'vintage': 'legal', 'penny': 'legal', 'commander': 'legal', 'brawl': 'not_legal', 'historicbrawl': 'not_legal', 'alchemy': 'not_legal', 'paupercommander': 'legal', 'duel': 'legal', 'oldschool': 'not_legal', 'premodern': 'legal'}",False,[],common,{},"['12079', '367840']",0.05
57,Air Elemental,1,2ED,SP,n,EN,371067,8972,{3}{U}{U},5.0,['Creature'], — Elemental,False,Flying,"{'standard': 'not_legal', 'future': 'not_legal', 'historic': 'legal', 'gladiator': 'legal', 'pioneer': 'legal', 'modern': 'legal', 'legacy': 'legal', 'pauper': 'not_legal', 'vintage': 'legal', 'penny': 'legal', 'commander': 'legal', 'brawl': 'not_legal', 'historicbrawl': 'legal', 'alchemy': 'legal', 'paupercommander': 'restricted', 'duel': 'legal', 'oldschool': 'legal', 'premodern': 'legal'}",False,['Flying'],uncommon,"{'power': '4', 'toughness': '4'}","['21786', '371067']",6.03
58,Air Elemental,1,2ED,MP,n,EN,339551,8972,{3}{U}{U},5.0,['Creature'], — Elemental,False,Flying,"{'standard': 'not_legal', 'future': 'not_legal', 'historic': 'legal', 'gladiator': 'legal', 'pioneer': 'legal', 'modern': 'legal', 'legacy': 'legal', 'pauper': 'not_legal', 'vintage': 'legal', 'penny': 'legal', 'commander': 'legal', 'brawl': 'not_legal', 'historicbrawl': 'legal', 'alchemy': 'legal', 'paupercommander': 'restricted', 'duel': 'legal', 'oldschool': 'legal', 'premodern': 'legal'}",False,['Flying'],uncommon,"{'power': '4', 'toughness': '4'}","['21786', '371067', '339551']",5.35
59,Alexi's Cloak,1,PCY,SP,y,EN,844732,7267,{1}{U},2.0,['Enchantment'], — Aura,False,"Flash
Enchant creature
Enchanted creature has shroud. (It can't be the target of spells or abilities.)","{'standard': 'not_legal', 'future': 'not_legal', 'historic': 'not_legal', 'gladiator': 'not_legal', 'pioneer': 'not_legal', 'modern': 'not_legal', 'legacy': 'legal', 'pauper': 'legal', 'vintage': 'legal', 'penny': 'not_legal', 'commander': 'legal', 'brawl': 'not_legal', 'historicbrawl': 'not_legal', 'alchemy': 'not_legal', 'paupercommander': 'legal', 'duel': 'legal', 'oldschool': 'not_legal', 'premodern': 'legal'}",False,"['Enchant', 'Flash']",common,{},"['44537', '844732']",4.36
60,Aphetto Runecaster,1,SCG,MP,n,EN,340982,10855,{3}{U},4.0,['Creature'], — Human Wizard,False,"Whenever a permanent is turned face up, you may draw a card.","{'standard': 'not_legal', 'future': 'not_legal', 'historic': 'not_legal', 'gladiator': 'not_legal', 'pioneer': 'not_legal', 'modern': 'not_legal', 'legacy': 'legal', 'pauper': 'not_legal', 'vintage': 'legal', 'penny': 'not_legal', 'commander': 'legal', 'brawl': 'not_legal', 'historicbrawl': 'not_legal', 'alchemy': 'not_legal', 'paupercommander': 'restricted', 'duel': 'legal', 'oldschool': 'not_legal', 'premodern': 'legal'}",False,[],uncommon,"{'power': '2', 'toughness': '3'}","['23217', '372498', '340982']",0.35
61,Arcane Laboratory,1,7ED,SP,y,EN,830642,2820,{2}{U},3.0,['Enchantment'],,False,Each player can't cast more than one spell each turn.,"{'standard': 'not_legal', 'future': 'not_legal', 'historic': 'not_legal', 'gladiator': 'not_legal', 'pioneer': 'not_legal', 'modern': 'not_legal', 'legacy': 'legal', 'pauper': 'not_legal', 'vintage': 'legal', 'penny': 'not_legal', 'commander': 'legal', 'brawl': 'not_legal', 'historicbrawl': 'not_legal', 'alchemy': 'not_legal', 'paupercommander': 'not_legal', 'duel': 'legal', 'oldschool': 'not_legal', 'premodern': 'legal'}",False,[],uncommon,{},"['40715', '830642']",89.90
62,Arcane Laboratory,4,7ED,SP,n,EN,365857,2820,{2}{U},3.0,['Enchantment'],,False,Each player can't cast more than one spell each turn.,"{'standard': 'not_legal', 'future': 'not_legal', 'historic': 'not_legal', 'gladiator': 'not_legal', 'pioneer': 'not_legal', 'modern': 'not_legal', 'legacy': 'legal', 'pauper': 'not_legal', 'vintage': 'legal', 'penny': 'not_legal', 'commander': 'legal', 'brawl': 'not_legal', 'historicbrawl': 'not_legal', 'alchemy': 'not_legal', 'paupercommander': 'not_legal', 'duel': 'legal', 'oldschool': 'not_legal', 'premodern': 'legal'}",False,[],uncommon,{},"['16911', '365857']",1.57
63,Arcane Laboratory,5,USG,SP,n,EN,369547,6785,{2}{U},3.0,['Enchantment'],,False,Each player can't cast more than one spell each turn.,"{'standard': 'not_legal', 'future': 'not_legal', 'historic': 'not_legal', 'gladiator': 'not_legal', 'pioneer': 'not_legal', 'modern': 'not_legal', 'legacy': 'legal', 'pauper': 'not_legal', 'vintage': 'legal', 'penny': 'not_legal', 'commander': 'legal', 'brawl': 'not_legal', 'historicbrawl': 'not_legal', 'alchemy': 'not_legal', 'paupercommander': 'not_legal', 'duel': 'legal', 'oldschool': 'not_legal', 'premodern': 'legal'}",False,[],uncommon,{},"['20266', '369547']",1.48
64,Aura Thief,2,UDS,SP,n,EN,368917,6140,{3}{U},4.0,['Creature'], — Illusion,False,"Flying
When Aura Thief dies, you gain control of all enchantments. (You don't get to move Auras.)","{'standard': 'not_legal', 'future': 'not_legal', 'historic': 'not_legal', 'gladiator': 'not_legal', 'pioneer': 'not_legal', 'modern': 'not_legal', 'legacy': 'legal', 'pauper': 'not_legal', 'vintage': 'legal', 'penny': 'not_legal', 'commander': 'legal', 'brawl': 'not_legal', 'historicbrawl': 'not_legal', 'alchemy': 'not_legal', 'paupercommander': 'not_legal', 'duel': 'legal', 'oldschool': 'not_legal', 'premodern': 'legal'}",False,['Flying'],rare,"{'power': '2', 'toughness': '2'}","['19636', '368917']",9.67
65,Barrin's Unmaking,1,INV,SP,y,EN,838941,7431,{1}{U},2.0,['Instant'],,False,Return target permanent to its owner's hand if that permanent shares a color with the most common color among all permanents or a color tied for most common.,"{'standard': 'not_legal', 'future': 'not_legal', 'historic': 'not_legal', 'gladiator': 'not_legal', 'pioneer': 'not_legal', 'modern': 'not_legal', 'legacy': 'legal', 'pauper': 'legal', 'vintage': 'legal', 'penny': 'legal', 'commander': 'legal', 'brawl': 'not_legal', 'historicbrawl': 'not_legal', 'alchemy': 'not_legal', 'paupercommander': 'legal', 'duel': 'legal', 'oldschool': 'not_legal', 'premodern': 'legal'}",False,[],common,{},"['44700', '838941']",0.27
66,Brainstorm,5,MMQ,SP,n,EN,369222,6445,{U},1.0,['Instant'],,False,"Draw three cards, then put two cards from your hand on top of your library in any order.","{'standard': 'not_legal', 'future': 'not_legal', 'historic': 'banned', 'gladiator': 'legal', 'pioneer': 'not_legal', 'modern': 'not_legal', 'legacy': 'legal', 'pauper': 'legal', 'vintage': 'restricted', 'penny': 'not_legal', 'commander': 'legal', 'brawl': 'not_legal', 'historicbrawl': 'legal', 'alchemy': 'not_legal', 'paupercommander': 'legal', 'duel': 'legal', 'oldschool': 'not_legal', 'premodern': 'banned'}",False,[],common,{},"['19941', '369222']",0.64
